SLNO,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
10064,3399678,Yes,11,0,E1,33.33,27.78,-4.17,No,No,Male,Agency,4,BFSI,Mumbai,34,Not Joined
10065,3399848,No,13,60,E1,54.76,48.81,-3.85,No,No,Male,Agency,3,BFSI,Mumbai,34,Joined
10066,3399854,Yes,70,60,E1,17.44,17.44,0,No,No,Male,Direct,6,BFSI,Chennai,34,Joined
10068,3399943,No,2,30,E1,30.43,39.13,6.67,No,No,Male,Direct,1,INFRA,Gurgaon,34,Not Joined
10069,3399964,Yes,19,30,E1,25,25,0,No,No,Male,Direct,3,INFRA,Noida,34,Joined
10070,3399982,Yes,37,30,E1,35.71,50,10.53,No,No,Male,Direct,3,INFRA,Chennai,34,Joined
10073,3400020,No,1,0,E2,25,25,0,No,No,Male,Employee Referral,7,INFRA,Noida,34,Joined
10079,3400066,No,3,30,E1,42.86,30.95,-8.33,No,Yes,Male,Agency,4,BFSI,Mumbai,34,Joined
10080,3400076,No,24,30,E1,37.5,25,-9.09,No,No,Male,Direct,2,INFRA,Chennai,34,Joined
10085,3400190,Yes,24,30,E2,80,100,11.11,No,No,Male,Direct,3,INFRA,Noida,34,Joined
10086,3400369,No,1,0,E1,2.56,2.56,0,No,No,Male,Direct,6,ETS,Chennai,34,Joined
10087,3403491,No,12,30,E2,35.71,57.14,15.79,No,No,Male,Employee Referral,5,AXON,Bangalore,34,Joined
10088,3403734,Yes,32,60,E3,31.25,22.47,-6.69,No,No,Male,Employee Referral,6,INFRA,Noida,34,Joined
10089,3403775,No,35,30,E1,80,60,-11.11,No,No,Male,Direct,4,ERS,Chennai,34,Joined
10090,3403806,No,2,60,E1,57.14,48.57,-5.45,No,No,Male,Direct,3,AXON,Chennai,34,Not Joined
10091,3404011,Yes,49,60,E2,68.32,29.48,-23.08,No,No,Male,Employee Referral,7,ERS,Chennai,34,Joined
10092,3404019,No,2,30,E1,16.67,0,-14.29,No,No,Male,Direct,3,INFRA,Noida,34,Joined
10093,3404185,No,2,30,E2,49.53,57.01,5,No,No,Male,Direct,6,ETS,Chennai,34,Joined
10094,3404187,Yes,22,0,E1,28.71,28.71,0,No,No,Male,Direct,3,ETS,Bangalore,34,Joined
10096,3404269,Yes,4,30,E1,91.69,59.74,-16.67,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
10097,3404284,No,24,30,E1,44.44,33.33,-7.69,No,No,Male,Direct,3,BFSI,Bangalore,34,Joined
10098,3404288,No,28,90,E2,45.45,31.82,-9.38,No,No,Female,Employee Referral,10,INFRA,Chennai,34,Joined
10099,3404375,No,1,30,E1,30,28.57,-1.1,No,Yes,Male,Direct,5,AXON,Noida,34,Joined
10102,3404424,No,6,30,E3,26,26,0,Yes,Yes,Male,Direct,8,ETS,Bangalore,34,Joined
10103,3404444,Yes,34,0,E2,34.77,48.25,10,No,No,Male,Direct,4,ETS,Noida,34,Joined
10104,3404474,Yes,23,30,E2,15.79,10.53,-4.55,No,No,Male,Direct,7,ERS,Chennai,34,Joined
10105,3404505,No,35,0,E1,66.67,80.56,8.33,No,No,Male,Direct,3,ETS,Bangalore,34,Not Joined
10106,3404582,No,8,90,E2,11.94,23.13,10,No,No,Male,Direct,8,AXON,Hyderabad,34,Not Joined
10111,3407677,No,1,0,E1,11.79,32.11,18.18,No,No,Female,Direct,6,ERS,Chennai,34,Joined
10113,3407712,No,63,45,E1,16.53,25,7.27,No,No,Male,Agency,3,ERS,Noida,34,Joined
10114,3407776,No,1,30,E1,20,-10,-25,No,No,Male,Direct,1,INFRA,Chennai,34,Joined
10115,3407788,No,47,60,E1,38.3,38.3,0,Yes,No,Male,Agency,3,ERS,Noida,34,Joined
10116,3407798,No,1,30,E1,20,-10,-25,No,No,Male,Direct,1,INFRA,Chennai,34,Joined
10117,3407820,No,1,30,E1,20,-10,-25,No,No,Male,Direct,1,INFRA,Chennai,34,Joined
10118,3407828,No,2,30,E1,20,-10,-25,No,No,Male,Direct,1,INFRA,Chennai,34,Joined
10120,3407877,No,1,30,E1,33.33,44,8,No,No,Male,Agency,1,INFRA,Chennai,34,Joined
10121,3407945,No,0,30,E1,50,20,-20,No,No,Male,Agency,1,INFRA,Chennai,34,Joined
10123,3407969,No,9,0,E1,17.65,-13.24,-26.25,No,No,Male,Direct,6,ERS,Noida,34,Joined
10125,3411248,No,40,30,E1,57.14,68.57,7.27,No,Yes,Male,Agency,2,ERS,Noida,34,Joined
10127,3411372,No,4,0,E2,11.11,11.11,0,No,Yes,Male,Agency,8,ERS,Chennai,34,Joined
10128,3411407,Yes,44,30,E1,50,50,0,No,No,Female,Direct,1,CSMP,Noida,34,Joined
10129,3411444,Yes,44,30,E1,46.58,44.95,-1.11,No,Yes,Male,Direct,3,CSMP,Noida,34,Joined
10131,3411583,No,15,30,E1,81.82,70.45,-6.25,No,No,Male,Direct,3,CSMP,Kolkata,34,Joined
10132,3411638,Yes,71,60,E2,60.12,52.84,-4.55,No,No,Male,Agency,6,ERS,Chennai,34,Not Joined
10135,3411696,No,27,60,E1,52.17,41.3,-7.14,No,Yes,Male,Direct,5,EAS,Chennai,34,Joined
10137,3411807,No,4,90,E2,37.5,100,45.45,No,No,Male,Employee Referral,6,INFRA,Noida,34,Not Joined
10139,3411875,Yes,2,0,E2,22.45,42.86,16.67,Yes,No,Male,Direct,7,EAS,Bangalore,34,Not Joined
10141,3411914,Yes,1,30,E2,80,90,5.56,No,No,Male,Direct,5,EAS,Hyderabad,34,Not Joined
10142,3411915,Yes,1,0,E1,9.89,42.86,30,No,No,Male,Agency,2,INFRA,Chennai,34,Not Joined
10144,3411947,No,8,45,E1,125,115,-4.44,No,No,Male,Agency,4,ETS,Chennai,34,Joined
10145,3411950,Yes,9,90,E1,31.58,44.74,10,No,Yes,Male,Direct,4,AXON,Noida,34,Joined
10146,3411965,No,3,0,E1,60,40,-12.5,No,Yes,Male,Direct,3,AXON,Bangalore,34,Joined
10147,3411972,Yes,6,30,E1,37.5,12.5,-18.18,Yes,Yes,Male,Direct,3,ERS,Chennai,34,Joined
10149,3411986,No,1,30,E1,50,0,-33.33,No,No,Male,Agency,1,INFRA,Noida,34,Joined
10150,3412090,Yes,44,60,E1,60.43,55.08,-3.33,No,No,Male,Direct,3,ETS,Noida,34,Joined
10151,3412139,Yes,44,60,E1,61.29,61.29,0,Yes,Yes,Male,Agency,3,ERS,Chennai,34,Joined
10152,3412195,Yes,46,30,E2,51.52,31.31,-13.33,Yes,No,Male,Agency,7,AXON,Noida,34,Not Joined
10153,3412247,No,1,30,E1,2.84,10.01,6.98,No,No,Male,Employee Referral,4,AXON,Chennai,34,Joined
10154,3412261,Yes,5,30,E1,48.65,56.76,5.45,No,Yes,Male,Direct,3,AXON,Noida,34,Joined
10157,3412309,Yes,5,30,E1,33.33,44.44,8.33,No,Yes,Male,Direct,4,AXON,Noida,34,Joined
10158,3412320,No,6,30,E1,55.56,55.56,0,No,No,Male,Direct,2,INFRA,Mumbai,34,Joined
10159,3412336,No,14,30,E1,0,27.12,27.12,No,Yes,Male,Direct,3,ERS,Chennai,34,Joined
10160,3412350,Yes,48,30,E2,37.5,31.25,-4.55,No,No,Male,Direct,4,INFRA,Noida,34,Joined
10161,3412432,No,1,30,E1,31.87,27.47,-3.33,No,No,Female,Direct,3,ETS,Noida,34,Joined
10162,3412447,No,18,60,E2,71.43,71.43,0,No,No,Male,Direct,3,INFRA,Chennai,34,Joined
10163,3412450,No,39,60,E1,63.64,75.76,7.41,No,No,Male,Direct,3,ETS,Noida,34,Joined
10168,3412562,No,1,0,E1,75.76,66.67,-5.17,No,No,Male,Employee Referral,5,ETS,Noida,34,Joined
10170,3412607,Yes,10,60,E2,36.22,36.22,0,No,No,Female,Agency,4,INFRA,Noida,34,Not Joined
10171,3412630,Yes,5,30,E2,21.74,21.74,0,No,No,Male,Direct,7,ETS,Bangalore,34,Joined
10173,3417685,No,12,30,E1,66.67,41.67,-15,No,No,Male,Agency,3,ERS,Bangalore,34,Joined
10174,3417741,No,59,60,E2,40,30,-7.14,No,Yes,Male,Agency,6,AXON,Noida,34,Joined
10175,3417825,No,24,30,E1,29.31,21.21,-6.27,Yes,No,Male,Direct,4,ETS,Chennai,34,Joined
10176,3417851,Yes,16,30,E2,38.12,45.03,5,No,No,Male,Direct,7,INFRA,Gurgaon,34,Not Joined
10178,3417887,Yes,20,45,E1,40.86,39.59,-0.9,No,Yes,Female,Agency,4,ERS,Chennai,34,Joined
10180,3418035,Yes,31,30,E1,57.14,22.86,-21.82,No,No,Female,Employee Referral,3,CSMP,Noida,34,Joined
10181,3418046,Yes,3,60,E1,72.73,109.09,21.05,No,Yes,Male,Direct,3,ETS,Bangalore,34,Joined
10182,3418090,Yes,13,30,E1,37.5,47.5,7.27,No,Yes,Male,Direct,6,ERS,Chennai,34,Joined
10183,3418093,Yes,15,30,E1,38.1,38.1,0,No,No,Male,Agency,4,CSMP,Noida,34,Joined
10184,3418098,No,7,30,E2,63.79,63.79,0,No,No,Male,Agency,7,AXON,Noida,34,Joined
10185,3418105,Yes,6,0,E1,91.69,82.11,-5,No,No,Male,Direct,3,ETS,Bangalore,34,Joined
10187,3418191,No,0,60,E1,40.19,40.19,0,No,No,Female,Direct,3,CSMP,Noida,34,Joined
10188,3418202,No,6,0,E3,17.47,5.42,-10.26,No,Yes,Male,Employee Referral,15,ETS,Bangalore,34,Joined
10189,3418211,No,12,30,E1,57.89,31.58,-16.67,No,No,Male,Agency,4,CSMP,Bangalore,34,Joined
10191,3418227,No,35,90,E1,45.83,35.42,-7.14,No,Yes,Male,Direct,4,CSMP,Noida,34,Joined
10193,3418247,No,27,60,E2,25,38.39,10.71,No,No,Male,Employee Referral,3,INFRA,Chennai,34,Joined
10194,3418263,Yes,35,60,E1,45.83,35.42,-7.14,No,No,Male,Direct,5,CSMP,Noida,34,Joined
10199,3418453,Yes,2,0,E1,150,212.5,25,No,No,Male,Employee Referral,3,ERS,Chennai,34,Joined
10201,3418536,No,0,30,E1,16.67,-33.33,-42.86,No,Yes,Male,Direct,8,AXON,Bangalore,34,Joined
10202,3418546,Yes,30,0,E2,42.86,42.86,0,No,No,Male,Agency,4,INFRA,Chennai,34,Joined
10203,3418554,Yes,49,30,E1,41.24,25.71,-11,No,No,Female,Agency,2,CSMP,Noida,34,Joined
10204,3418563,Yes,49,60,E1,55.81,44.19,-7.46,No,No,Male,Agency,4,CSMP,Noida,34,Not Joined
10205,3418596,No,4,0,E2,111.38,153.66,20,No,No,Male,Agency,3,INFRA,Chennai,34,Not Joined
10207,3418642,Yes,12,45,E1,50,64,9.33,No,No,Male,Direct,4,EAS,Chennai,34,Joined
10208,3418658,Yes,0,0,E1,40,18,-15.71,No,No,Male,Direct,3,ETS,Chennai,34,Joined
10209,3418672,Yes,13,0,E2,42.86,42.86,0,No,Yes,Male,Employee Referral,4,INFRA,Noida,34,Joined
10210,3418706,No,4,30,E2,30.23,30.23,0,No,No,Male,Direct,5,INFRA,Noida,34,Joined
10211,3418728,No,8,30,E2,122.22,94.44,-12.5,No,No,Male,Direct,5,EAS,Chennai,34,Joined
10213,3418806,No,6,30,E2,37.5,27.5,-7.27,No,No,Male,Agency,6,INFRA,Noida,34,Joined
10214,3418869,No,0,0,E1,46.67,58.37,7.98,No,No,Male,Employee Referral,4,INFRA,Noida,34,Joined
10217,3418979,No,7,30,E2,30,17.86,-9.34,Yes,Yes,Male,Direct,6,AXON,Chennai,34,Joined
10218,3418985,No,16,30,E1,33.33,38.89,4.17,No,Yes,Male,Direct,3,EAS,Chennai,34,Joined
10219,3418993,Yes,43,30,E1,27.27,32.73,4.29,No,No,Male,Direct,6,AXON,Kolkata,34,Not Joined
10221,3419053,Yes,69,60,E1,42.86,30.95,-8.33,No,Yes,Female,Direct,3,AXON,Noida,34,Joined
10222,3419140,No,6,45,E2,60,70,6.25,No,No,Male,Direct,5,Healthcare,Chennai,34,Not Joined
10224,3419180,No,21,30,E2,0,0,0,No,Yes,Male,Direct,5,INFRA,Noida,34,Joined
10226,3419438,Yes,20,0,E1,50,37.5,-8.33,No,Yes,Female,Direct,1,INFRA,Chennai,34,Joined
10228,3420483,Yes,23,60,E1,71.43,57.14,-8.33,No,Yes,Male,Direct,4,CSMP,Noida,34,Joined
10229,3423257,Yes,25,30,E2,134.04,112.77,-9.09,No,No,Male,Employee Referral,7,ERS,Chennai,34,Joined
10230,3423343,Yes,19,0,E1,33.33,55.56,16.67,No,Yes,Male,Direct,3,EAS,Chennai,34,Joined
10231,3423356,Yes,59,60,E2,23.22,23.22,0,No,No,Male,Agency,7,INFRA,Noida,34,Joined
10232,3423425,No,0,30,E1,11.11,11.11,0,No,No,Male,Direct,6,INFRA,Noida,34,Joined
10233,3423489,Yes,9,30,E1,40,40,0,No,Yes,Female,Direct,2,ERS,Chennai,34,Joined
10234,3423510,Yes,41,60,E1,71.43,78.57,4.17,No,No,Male,Agency,3,ETS,Chennai,34,Joined
10239,3423630,Yes,20,60,E2,42.86,42.86,0,No,No,Male,Agency,3,INFRA,Noida,34,Joined
10240,3423647,No,18,90,E1,26.25,33.75,5.94,No,Yes,Male,Direct,3,BFSI,Chennai,34,Joined
10241,3423685,No,19,60,E1,33.33,-11.11,-33.33,Yes,No,Female,Direct,3,BFSI,Bangalore,34,Joined
10242,3423749,Yes,22,30,E1,-4.76,42.86,50,No,No,Male,Agency,2,INFRA,Chennai,34,Joined
10243,3423766,Yes,29,30,E1,44.44,90,31.54,No,No,Male,Direct,1,INFRA,Mumbai,34,Joined
10244,3423805,No,1,0,E1,50,68,12,No,No,Male,Agency,3,INFRA,Noida,34,Joined
10245,3423843,Yes,30,60,E2,42.86,42.86,0,No,No,Male,Agency,4,INFRA,Noida,34,Joined
10246,3423996,Yes,7,0,E1,133.64,133.64,0,No,Yes,Male,Direct,1,ERS,Chennai,34,Joined
10247,3424018,Yes,0,90,E2,30,45.45,11.89,No,Yes,Male,Direct,5,EAS,Bangalore,34,Joined
10248,3424037,No,0,30,E2,29.73,29.73,0,No,No,Male,Direct,8,INFRA,Noida,34,Joined
10249,3424067,Yes,6,0,E2,15.34,18.8,3,No,Yes,Male,Employee Referral,9,EAS,Hyderabad,34,Joined
10250,3424098,No,36,30,E1,108.33,108.33,0,No,No,Female,Employee Referral,2,ERS,Hyderabad,34,Joined
10251,3424176,No,1,30,E2,33.89,30.54,-2.5,No,No,Male,Employee Referral,4,INFRA,Mumbai,34,Joined
10253,3424251,No,5,0,E1,41.3,41.3,0,No,No,Male,Direct,3,CSMP,Noida,34,Joined
10254,3424316,No,31,30,E1,10.15,10.15,0,Yes,Yes,Male,Employee Referral,3,ERS,Bangalore,34,Joined
10256,3424468,No,7,30,E1,50,-8.33,-38.89,No,Yes,Male,Agency,3,ERS,Chennai,34,Joined
10258,3424511,No,33,30,E1,45.24,33.33,-8.2,No,Yes,Male,Direct,4,AXON,Noida,34,Joined
10259,3424519,Yes,25,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,1,INFRA,Noida,34,Joined
10260,3424524,Yes,8,0,E2,2.13,4.26,2.08,No,No,Female,Direct,7,EAS,Chennai,34,Joined
10261,3424541,Yes,18,60,E1,33.33,33.33,0,No,No,Male,Direct,5,EAS,Chennai,34,Not Joined
10262,3424543,No,7,30,E1,14.17,14.17,0,Yes,Yes,Male,Direct,4,Healthcare,Noida,34,Joined
10263,3424568,No,11,30,E2,23.53,17.65,-4.76,No,No,Female,Direct,7,ERS,Chennai,34,Joined
10265,3424602,Yes,23,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,1,INFRA,Mumbai,34,Joined
10266,3424614,No,4,90,E1,50,28.33,-14.44,No,No,Male,Agency,3,ETS,Bangalore,34,Joined
10268,3424636,Yes,4,45,E1,37.5,37.5,0,No,No,Male,Agency,3,ERS,Noida,34,Joined
10270,3424707,No,21,30,E1,100,108.33,4.17,No,No,Male,Agency,3,ETS,Chennai,34,Joined
10272,3424746,Yes,2,60,E1,44.44,12.22,-22.31,No,No,Male,Agency,3,ERS,Chennai,34,Not Joined
10273,3424785,No,2,30,E1,41.7,31.58,-7.14,No,No,Male,Agency,3,ERS,Bangalore,34,Not Joined
10274,3424830,No,4,30,E1,123.53,105.88,-7.89,No,Yes,Female,Direct,3,ERS,Chennai,34,Joined
10276,3424924,Yes,29,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,2,INFRA,Mumbai,34,Joined
10278,3428515,Yes,6,60,E2,55.74,50.82,-3.16,No,No,Male,Direct,7,ERS,Noida,34,Joined
10280,3428767,Yes,16,30,E1,42.86,42.86,0,No,No,Male,Direct,2,INFRA,Mumbai,34,Joined
10281,3428771,No,1,30,E1,20,65.71,38.1,No,No,Female,Direct,3,ETS,Noida,34,Joined
10282,3428796,Yes,24,60,E2,50,40,-6.67,No,Yes,Male,Agency,6,ERS,Chennai,34,Joined
10283,3428813,No,21,30,E1,25,29.69,3.75,No,Yes,Male,Agency,3,ERS,Chennai,34,Joined
10284,3428827,Yes,3,60,E1,59.74,59.74,0,No,No,Male,Direct,3,ERS,Chennai,34,Not Joined
10286,3428974,No,0,60,E2,80,190,61.11,No,No,Male,Direct,6,INFRA,Noida,34,Joined
10289,3429058,No,4,30,E2,44.44,24.44,-13.85,No,Yes,Male,Employee Referral,7,BFSI,Chennai,34,Joined
10290,3429094,Yes,28,30,E1,48.81,72.62,16,No,No,Female,Direct,3,ETS,Noida,34,Joined
10292,3429134,No,0,30,E2,66.67,3.33,-38,No,No,Male,Employee Referral,8,INFRA,Chennai,34,Joined
10293,3429160,Yes,1,30,E1,27.27,36.36,7.14,Yes,Yes,Male,Direct,5,EAS,Hyderabad,34,Joined
10294,3429230,No,4,30,E1,31.83,14.88,-12.86,No,Yes,Female,Direct,4,ERS,Chennai,34,Joined
10296,3429486,No,10,30,E2,25,40.63,12.5,No,No,Male,Direct,3,INFRA,Noida,34,Joined
10297,3429519,Yes,56,60,E2,28.21,28.21,0,Yes,No,Male,Direct,8,ERS,Bangalore,34,Joined
10298,3429533,Yes,28,90,E1,25,-2.5,-22,No,No,Male,Direct,7,AXON,Noida,34,Joined
10299,3429588,No,0,60,E1,50,68,12,No,No,Male,Employee Referral,3,INFRA,Noida,34,Joined
10300,3429633,Yes,62,30,E2,25,21.88,-2.5,Yes,Yes,Male,Agency,8,AXON,Noida,34,Joined
10301,3429641,No,17,60,E1,26.44,26.44,0,No,No,Male,Direct,3,Healthcare,Noida,34,Joined
10304,3429704,Yes,40,60,E2,21.21,6.06,-12.5,No,Yes,Male,Agency,8,AXON,Noida,34,Joined
10305,3429714,Yes,37,45,E2,18.18,27.27,7.69,No,Yes,Male,Agency,9,ERS,Pune,34,Joined
10306,3429716,Yes,31,60,E1,52.78,38.89,-9.09,No,Yes,Female,Direct,3,EAS,Chennai,34,Joined
10307,3429727,Yes,13,30,E1,50,50,0,No,No,Male,Agency,3,INFRA,Gurgaon,34,Not Joined
10308,3429784,Yes,27,0,E3,36.36,36.36,0,No,No,Male,Direct,8,INFRA,Chennai,34,Not Joined
10309,3429839,Yes,25,30,E1,34.62,34.62,0,No,No,Female,Direct,3,INFRA,Noida,34,Joined
10312,3429873,Yes,31,30,E1,42.86,30.95,-8.33,No,Yes,Female,Direct,4,EAS,Chennai,34,Joined
10313,3429897,Yes,16,60,E2,60,60,0,No,No,Male,Direct,6,ERS,Noida,34,Joined
10314,3429913,Yes,10,60,E3,33.33,32,-1,No,No,Male,Agency,8,INFRA,Noida,34,Joined
10315,3429941,Yes,67,75,E2,100,50,-25,No,Yes,Male,Direct,4,INFRA,Chennai,34,Joined
10316,3429949,Yes,49,30,E1,69.05,66.67,-1.41,No,Yes,Male,Employee Referral,4,EAS,Bangalore,34,Joined
10321,3430128,Yes,47,60,E1,77.08,56.25,-11.76,No,Yes,Male,Direct,5,EAS,Chennai,34,Joined
10322,3430155,Yes,7,0,E1,34.62,30.77,-2.86,No,No,Male,Direct,4,ETS,Noida,34,Joined
10323,3430206,Yes,13,30,E2,17.65,5.88,-10,Yes,No,Male,Direct,5,AXON,Hyderabad,34,Not Joined
10324,3430222,Yes,6,0,E1,50,55,3.33,No,No,Female,Direct,3,ETS,Chennai,34,Joined
10326,3430269,Yes,39,0,E2,34.78,13.04,-16.13,Yes,No,Male,Direct,6,EAS,Gurgaon,34,Joined
10327,3430377,No,3,45,E1,56.25,35.42,-13.33,No,No,Male,Direct,4,ERS,Noida,34,Joined
10330,3430428,Yes,22,60,E2,48.15,-1.23,-33.33,No,Yes,Male,Direct,2,INFRA,Noida,34,Joined
10331,3430571,Yes,19,30,E1,100,100,0,No,Yes,Male,Direct,1,ERS,Chennai,34,Joined
10332,3430747,No,3,0,E1,33.33,10,-17.5,No,No,Female,Employee Referral,1,INFRA,Gurgaon,34,Joined
10333,3433669,Yes,21,0,E1,42.86,42.86,0,No,No,Male,Employee Referral,8,INFRA,Pune,34,Joined
10334,3433997,Yes,37,60,E1,82.37,74.77,-4.17,No,No,Male,Agency,3,ERS,Chennai,34,Joined
10335,3434052,No,4,30,E1,100,90,-5,No,No,Male,Employee Referral,3,BFSI,Bangalore,34,Joined
10337,3434355,Yes,16,30,E1,33.33,28.89,-3.33,No,No,Male,Employee Referral,4,ERS,Noida,34,Joined
10338,3434403,Yes,46,60,E1,34.8,28.68,-4.55,Yes,No,Male,Agency,3,ERS,Noida,34,Joined
10340,3434439,No,1,60,E2,50,25.83,-16.11,No,Yes,Male,Agency,8,INFRA,Noida,34,Joined
10343,3434763,Yes,53,60,E1,22.64,22.64,0,Yes,Yes,Male,Employee Referral,4,CSMP,Chennai,34,Joined
10344,3434772,Yes,54,30,E1,50,50,0,No,No,Male,Agency,4,ERS,Chennai,34,Joined
10347,3434821,Yes,44,30,E1,30.91,41.82,8.33,No,Yes,Male,Direct,4,CSMP,Chennai,34,Joined
10348,3434831,No,33,30,E1,66.67,47.62,-11.43,No,No,Male,Agency,4,ERS,Chennai,34,Joined
10349,3434835,Yes,35,0,E2,62.5,137.5,46.15,No,No,Male,Employee Referral,9,EAS,Chennai,34,Joined
10350,3434879,Yes,10,45,E1,66.67,66.67,0,No,No,Male,Agency,3,CSMP,Noida,34,Joined
10351,3434882,No,0,30,E1,31.58,31.58,0,No,No,Female,Employee Referral,3,INFRA,Noida,34,Joined
10352,3434890,No,34,60,E1,34.35,13.68,-15.38,Yes,Yes,Male,Employee Referral,4,ERS,Bangalore,34,Joined
10354,3435123,Yes,9,90,E2,40,34.33,-4.05,No,No,Male,Direct,9,INFRA,Noida,34,Joined
10355,3435289,No,33,30,E1,18.18,18.18,0,No,Yes,Male,Agency,3,AXON,Noida,34,Joined
10356,3435363,No,7,90,E2,34.89,48.94,10.41,No,No,Male,Direct,3,INFRA,Noida,34,Not Joined
10359,3435516,Yes,17,30,E2,56.25,13.75,-27.2,No,No,Male,Direct,6,INFRA,Noida,34,Joined
10360,3435581,No,4,0,E1,28.33,28.33,0,Yes,No,Male,Direct,3,ETS,Bangalore,34,Joined
10363,3435637,No,30,0,E1,55.56,38.89,-10.71,No,No,Male,Direct,2,ERS,Chennai,34,Not Joined
10365,3438620,No,21,30,E1,20,23.08,2.56,Yes,Yes,Male,Agency,8,AXON,Bangalore,34,Joined
10366,3438857,Yes,18,45,E2,42.86,42.86,0,No,No,Male,Agency,7,INFRA,Noida,34,Joined
10368,3438991,No,30,30,E1,39.34,27.05,-8.82,Yes,Yes,Male,Direct,6,AXON,Noida,34,Joined
10373,3442471,Yes,31,60,E2,33.33,20,-10,Yes,Yes,Male,Agency,5,ERS,Chennai,34,Joined
10375,3442511,No,1,60,E1,46.67,38.67,-5.45,No,No,Male,Agency,4,ERS,Chennai,34,Not Joined
10377,3442728,Yes,63,60,E1,52.94,52.94,0,No,No,Female,Direct,4,ETS,Noida,34,Joined
10378,3442764,No,2,30,E1,50,8,-28,No,No,Female,Direct,1,INFRA,Noida,34,Joined
10379,3442816,No,1,0,E1,30.84,38.63,5.95,No,No,Female,Direct,2,ETS,Noida,34,Joined
10381,3442945,Yes,26,30,E1,33.33,44.44,8.33,Yes,No,Female,Agency,4,ERS,Noida,34,Not Joined
10383,3442953,No,4,30,E1,37.65,31.58,-4.41,No,No,Male,Agency,3,ERS,Noida,34,Joined
10384,3442956,Yes,4,30,E2,66.67,66.67,0,No,No,Female,Agency,3,INFRA,Noida,34,Joined
10385,3442965,Yes,26,45,E1,44.4,17.33,-18.75,Yes,No,Male,Agency,5,ERS,Noida,34,Joined
10386,3442971,No,19,30,E1,30,31.25,0.96,No,Yes,Male,Agency,3,ERS,Chennai,34,Joined
10387,3442975,No,34,30,E3,30,31.25,0.96,No,Yes,Male,Direct,10,INFRA,Hyderabad,34,Joined
10388,3442980,Yes,27,0,E1,23.81,23.81,0,No,No,Male,Agency,3,ERS,Chennai,34,Joined
10389,3442982,No,4,60,E1,63.55,51.87,-7.14,No,No,Male,Agency,4,ERS,Chennai,34,Not Joined
10390,3443009,No,3,60,E1,58.97,58.97,0,No,No,Male,Agency,4,ERS,Chennai,34,Not Joined
10392,3443030,Yes,60,60,E1,47.13,35.63,-7.81,No,No,Female,Agency,3,ERS,Chennai,34,Joined
10393,3443040,No,6,45,E1,32.65,32.65,0,No,No,Female,Direct,3,ETS,Noida,34,Joined
10394,3443041,No,26,60,E1,35.14,33.2,-1.43,No,No,Male,Agency,4,ERS,Chennai,34,Not Joined
10395,3443048,Yes,4,0,E1,7.69,6.15,-1.43,No,No,Male,Agency,4,ERS,Chennai,34,Joined
10396,3443070,No,3,0,E2,50,39,-7.33,No,No,Male,Agency,7,INFRA,Noida,34,Joined
10397,3443163,Yes,2,30,E1,57.14,57.14,0,No,No,Male,Agency,3,ERS,Chennai,34,Joined
10401,3443205,No,5,30,E2,21.74,65.22,35.71,No,No,Female,Direct,5,INFRA,Chennai,34,Joined
10402,3443217,No,4,0,E1,50,25,-16.67,No,No,Female,Direct,2,INFRA,Chennai,34,Joined
10406,3443290,No,1,60,E2,75.68,41.89,-19.23,No,No,Male,Direct,8,ERS,Noida,34,Not Joined
10407,3443396,Yes,16,30,E1,68.65,68.65,0,No,Yes,Female,Agency,3,ERS,Chennai,34,Joined
10409,3443458,Yes,67,0,E1,85.19,112.96,15,No,No,Male,Agency,4,ERS,Chennai,34,Joined
10410,3443469,No,23,30,E1,47.06,52.94,4,No,No,Male,Agency,3,ERS,Chennai,34,Joined
10411,3443472,Yes,4,60,E2,23.29,33.56,8.33,No,No,Male,Agency,6,ERS,Noida,34,Joined
10412,3443484,Yes,3,45,E2,26.67,18,-6.84,No,No,Male,Agency,5,ERS,Noida,34,Joined
10413,3443580,No,39,30,E1,49.77,45.16,-3.08,No,No,Male,Direct,4,ERS,Chennai,34,Not Joined
10415,3443913,No,0,30,E2,42.86,42.86,0,No,Yes,Male,Employee Referral,3,INFRA,Noida,34,Joined
10420,3447608,Yes,9,30,E1,85.71,52.86,-17.69,No,No,Male,Direct,3,CSMP,Noida,34,Joined
10422,3447843,Yes,7,30,E1,54.76,42.86,-7.69,Yes,No,Male,Direct,3,ETS,Noida,34,Joined
10423,3447919,No,5,30,E1,28.97,28.97,0,Yes,Yes,Male,Direct,5,AXON,Noida,34,Joined
10424,3447925,Yes,28,30,E2,36,40,2.94,No,No,Male,Direct,4,INFRA,Mumbai,34,Joined
10428,3448043,Yes,1,0,E2,44.44,8.89,-24.62,No,No,Male,Agency,4,INFRA,Mumbai,34,Not Joined
10429,3448047,Yes,2,30,E1,33.33,38.89,4.17,No,No,Female,Direct,1,INFRA,Noida,34,Joined
